[29Nov2024 00:00:00.302] [Server thread/INFO] [com.willr27.blocklings.Blocklings/]: Creating trees list.
[29Nov2024 00:00:19.632] [Server thread/INFO] [net.minecraftforge.common.AdvancementLoadFix/]: Using new advancement loading for net.minecraft.advancements.PlayerAdvancements@79ced8b5
[29Nov2024 00:00:19.704] [Server thread/INFO] [net.minecraft.server.management.PlayerList/]: ATT_CANNIVAL[/127.97.139.157:41829] logged in with entity id 864 at (470.12545977768156, 112.4407950423101, -140.1728204007834)
[29Nov2024 00:00:19.839] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: ATT_CANNIVAL joined the game
[29Nov2024 00:00:19.846] [Server thread/INFO] [tac/]: PENDING
[29Nov2024 00:00:20.157] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardArgument@6ecd4bf7 (class chanceCubes.commands.RewardArgument) - will not be sent to client!
[29Nov2024 00:00:20.158] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardArgument@6b32e012 (class chanceCubes.commands.RewardArgument) - will not be sent to client!
[29Nov2024 00:00:20.159] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardInfoActionArgument@5b110777 (class chanceCubes.commands.RewardInfoActionArgument) - will not be sent to client!
[29Nov2024 00:00:20.159] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardArgument@791d8eec (class chanceCubes.commands.RewardArgument) - will not be sent to client!
[29Nov2024 00:00:20.161] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize jackiecrazy.wardance.command.SkillArgument@56588ce4 (class jackiecrazy.wardance.command.SkillArgument) - will not be sent to client!
[29Nov2024 00:00:20.162] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize dev.toma.gunsrpg.common.command.JsonArgumentType@30120839 (class dev.toma.gunsrpg.common.command.JsonArgumentType) - will not be sent to client!
[29Nov2024 00:00:20.163] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize dev.toma.gunsrpg.common.command.JsonArgumentType@40ed3989 (class dev.toma.gunsrpg.common.command.JsonArgumentType) - will not be sent to client!
[29Nov2024 00:00:20.163] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize dev.toma.gunsrpg.common.command.JsonArgumentType@393481b8 (class dev.toma.gunsrpg.common.command.JsonArgumentType) - will not be sent to client!
[29Nov2024 00:00:20.172] [Server thread/INFO] [ToolLeveling/]: Sending config to client: 'toolleveling:general'
[29Nov2024 00:00:20.173] [Server thread/INFO] [ToolLeveling/]: Sending config to client: 'toolleveling:item_values'
[29Nov2024 00:00:20.173] [Server thread/INFO] [ToolLeveling/]: Sending config to client: 'toolleveling:commands'
[29Nov2024 00:00:20.176] [Server thread/INFO] [net.mcreator.tmtmcoresandmore.TmtmcoresandmoreMod/]: TmTmc-OresAndMore loaded
[29Nov2024 00:00:20.178] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:72]: enable_welcome: true
[29Nov2024 00:00:20.178] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:73]: welcome_message: Welcome to our server 
[29Nov2024 00:00:20.178] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:74]: enable_all_ores: true
[29Nov2024 00:00:20.179] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:75]: enable_all_ingots: true
[29Nov2024 00:00:20.180] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:76]: enable_all_blocks: true
[29Nov2024 00:00:20.180] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:77]: enable_all_armors: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:78]: enable_all_swords_bows: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:79]: enable_all_foods: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:80]: enable_all_paintings: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:81]: enable_all_poisons: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:82]: enable_all_powders: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:83]: enable_all_tools: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:84]: enable_all_recipes: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:85]: enable_all_advancements: true
[29Nov2024 00:00:20.234] [Server thread/INFO] [io.github.lightman314.lightmanscurrency.LightmansCurrency/]: Reloading ATM Data
[29Nov2024 00:00:20.297] [Server thread/INFO] [structurize/]: New Server UUID 19b458ed-ae09-4eec-814e-3164a5e78aad
[29Nov2024 00:00:20.432] [Thread-13/INFO] [chancecubes/]: No custom rewards detected for the current user!
[29Nov2024 00:00:20.838] [Server thread/INFO] [com.alrex.parcool.ParCool/]: Limitation of fc7b24d9-b9a0-37fe-a22c-1653103fa143 was loaded
[29Nov2024 00:03:18.894] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2200, l='ServerLevel[world]', x=565.00, y=58.00, z=-166.00]
[29Nov2024 00:03:19.664] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3244, l='ServerLevel[world]', x=594.58, y=60.41, z=-216.74]
[29Nov2024 00:03:19.665] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Titan Ore'/3245, l='ServerLevel[world]', x=612.35, y=49.75, z=-185.73]
[29Nov2024 00:03:19.666] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Chalcopyrite'/3246, l='ServerLevel[world]', x=621.42, y=60.70, z=-233.56]
[29Nov2024 00:03:19.666] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Dark Metal Ore'/3247, l='ServerLevel[world]', x=561.75, y=49.72, z=-173.32]
[29Nov2024 00:03:19.666] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3248, l='ServerLevel[world]', x=609.27, y=66.68, z=-214.63]
[29Nov2024 00:03:19.667] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Dirt'/3249, l='ServerLevel[world]', x=601.30, y=65.41, z=-238.41]
[29Nov2024 00:03:19.667] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Natural Blue Zircon Block'/3250, l='ServerLevel[world]', x=580.59, y=39.42, z=-208.41]
[29Nov2024 00:03:19.667] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Diorite'/3251, l='ServerLevel[world]', x=620.42, y=57.62, z=-181.43]
[29Nov2024 00:03:19.668] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3252, l='ServerLevel[world]', x=597.51, y=50.52, z=-192.65]
[29Nov2024 00:03:19.668] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Black Concrete'/3253, l='ServerLevel[world]', x=587.60, y=71.35, z=-249.55]
[29Nov2024 00:03:19.668] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Sand'/3254, l='ServerLevel[world]', x=550.66, y=60.32, z=-176.70]
[29Nov2024 00:03:19.670] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3255, l='ServerLevel[world]', x=600.28, y=42.69, z=-227.56]
[29Nov2024 00:03:19.670] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Dirt'/3256, l='ServerLevel[world]', x=606.30, y=66.33, z=-235.55]
[29Nov2024 00:03:19.670] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3257, l='ServerLevel[world]', x=613.71, y=58.27, z=-224.52]
[29Nov2024 00:03:19.671] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Copper Ore'/3258, l='ServerLevel[world]', x=610.40, y=73.61, z=-166.32]
[29Nov2024 00:03:19.672] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Andesite'/3259, l='ServerLevel[world]', x=587.62, y=51.63, z=-240.48]
[29Nov2024 00:03:19.672] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3260, l='ServerLevel[world]', x=614.36, y=51.48, z=-222.38]
[29Nov2024 00:03:19.674] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3261, l='ServerLevel[world]', x=549.63, y=51.26, z=-196.30]
[29Nov2024 00:03:19.674] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Malachite'/3262, l='ServerLevel[world]', x=607.59, y=58.40, z=-189.32]
[29Nov2024 00:03:19.674] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3263, l='ServerLevel[world]', x=595.68, y=50.52, z=-175.45]
[29Nov2024 00:03:19.676] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Yellow Orb Of Purity'/3264, l='ServerLevel[world]', x=556.60, y=54.60, z=-215.53]
[29Nov2024 00:03:19.676] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Titan Ore'/3265, l='ServerLevel[world]', x=591.33, y=47.39, z=-227.51]
[29Nov2024 00:03:19.676] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Dirt'/3266, l='ServerLevel[world]', x=600.60, y=64.66, z=-241.48]
[29Nov2024 00:03:19.677] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Black Crystal'/3267, l='ServerLevel[world]', x=578.73, y=55.68, z=-205.44]
[29Nov2024 00:03:19.677] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3268, l='ServerLevel[world]', x=628.50, y=56.45, z=-215.40]
[29Nov2024 00:03:19.677] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['White Orb Of Transmutation'/3269, l='ServerLevel[world]', x=605.58, y=54.27, z=-206.43]
[29Nov2024 00:03:19.678] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3270, l='ServerLevel[world]', x=622.49, y=50.35, z=-211.67]
[29Nov2024 00:03:19.678] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3271, l='ServerLevel[world]', x=558.53, y=57.46, z=-205.27]
[29Nov2024 00:03:19.678] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Gravel'/3272, l='ServerLevel[world]', x=565.52, y=45.62, z=-223.31]
[29Nov2024 00:03:19.678] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3273, l='ServerLevel[world]', x=611.52, y=62.37, z=-228.39]
[29Nov2024 00:03:19.679] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Dirt'/3274, l='ServerLevel[world]', x=549.55, y=63.47, z=-204.35]
[29Nov2024 00:03:19.679] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Dark Metal Ore'/3275, l='ServerLevel[world]', x=624.62, y=63.40, z=-217.55]
[29Nov2024 00:03:19.679] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3276, l='ServerLevel[world]', x=606.70, y=53.51, z=-221.57]
[29Nov2024 00:03:19.680] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Copper Mineral Block'/3277, l='ServerLevel[world]', x=584.34, y=52.46, z=-158.29]
[29Nov2024 00:03:19.680] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Radium Ore'/3278, l='ServerLevel[world]', x=566.50, y=41.49, z=-203.39]
[29Nov2024 00:03:19.680] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3279, l='ServerLevel[world]', x=619.67, y=59.38, z=-225.37]
[29Nov2024 00:03:19.681] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Diorite'/3280, l='ServerLevel[world]', x=606.32, y=44.68, z=-204.63]
[29Nov2024 00:03:19.681] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3281, l='ServerLevel[world]', x=572.32, y=56.58, z=-226.49]
[29Nov2024 00:03:19.681] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Dirt'/3282, l='ServerLevel[world]', x=570.73, y=63.35, z=-218.65]
[29Nov2024 00:03:19.681] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Cobblestone'/3283, l='ServerLevel[world]', x=592.55, y=64.38, z=-181.72]
[29Nov2024 00:03:19.682] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Orichalcum'/3284, l='ServerLevel[world]', x=560.35, y=44.75, z=-190.47]
[29Nov2024 00:03:19.726] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: ATT_CANNIVAL moved too quickly! -3.367368056326086,9.850770232396457,-0.7320634604265877
[29Nov2024 00:03:19.742] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 5247ms or 104 ticks behind
[29Nov2024 00:05:03.532] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: ATT_CANNIVAL has completed the challenge [Arizona Ranger]
[29Nov2024 00:05:25.709] [Server thread/WARN] [cgm/]: ATT_CANNIVAL(fc7b24d9-b9a0-37fe-a22c-1653103fa143) tried to fire before cooldown finished or server is lagging? Remaining milliseconds: 99
[29Nov2024 00:05:50.292] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [ATT_CANNIVAL: Set own game mode to Spectator Mode]
[29Nov2024 00:06:00.957] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [ATT_CANNIVAL: Set own game mode to Survival Mode]
[29Nov2024 00:06:39.892] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [ATT_CANNIVAL: Set own game mode to Spectator Mode]
[29Nov2024 00:07:52.772] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [ATT_CANNIVAL: Set own game mode to Creative Mode]
[29Nov2024 00:08:58.563] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [ATT_CANNIVAL: Teleported ATT_CANNIVAL to 288.5, 83.0242729170885, -1007.5]
[29Nov2024 00:09:00.326] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2381ms or 47 ticks behind
[29Nov2024 00:09:01.571] [Server thread/INFO] [Guns-RPG/Quests]: Mayor MayorEntity['Mayor'/5721, l='ServerLevel[world]', x=316.50, y=66.00, z=-1007.50] quests expired
[29Nov2024 00:09:01.576] [Server thread/INFO] [Guns-RPG/Quests]: Mayor MayorEntity['Mayor'/5748, l='ServerLevel[world]', x=282.50, y=72.00, z=-977.50] quests expired
[29Nov2024 00:09:01.821] [Server thread/INFO] [Guns-RPG/Quests]: Mayor MayorEntity['Mayor'/5762, l='ServerLevel[world]', x=325.50, y=77.00, z=-960.50] quests expired
[29Nov2024 00:09:02.707] [Server thread/INFO] [Guns-RPG/Quests]: Mayor MayorEntity['Mayor'/5804, l='ServerLevel[world]', x=269.50, y=72.00, z=-1048.50] quests expired
[29Nov2024 00:09:03.166] [Server thread/INFO] [Guns-RPG/Quests]: Mayor MayorEntity['Mayor'/5788, l='ServerLevel[world]', x=254.50, y=71.00, z=-979.50] quests expired
[29Nov2024 00:09:08.509] [Server thread/INFO] [Guns-RPG/Quests]: Mayor MayorEntity['Mayor'/5897, l='ServerLevel[world]', x=283.50, y=75.00, z=-1078.50] quests expired
[29Nov2024 00:09:27.425] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: ATT_CANNIVAL has made the advancement [Ice Bucket Challenge]
[29Nov2024 00:09:49.066] [Server thread/INFO] [net.minecraft.entity.Entity/]: Villager VillagerEntityMCA['Katrina'/5744, l='ServerLevel[world]', x=289.51, y=71.00, z=-1022.53] died, message: 'Katrina fell out of the world'
[29Nov2024 00:09:49.072] [Server thread/INFO] [net.minecraft.entity.Entity/]: Villager VillagerEntityMCA['Hazel'/5745, l='ServerLevel[world]', x=292.84, y=69.00, z=-1032.50] died, message: 'Hazel fell out of the world'
[29Nov2024 00:09:49.079] [Server thread/INFO] [net.minecraft.entity.Entity/]: Villager VillagerEntityMCA['Úna'/5776, l='ServerLevel[world]', x=259.48, y=69.00, z=-1031.62] died, message: 'Úna fell out of the world'
[29Nov2024 00:09:49.081] [Server thread/INFO] [net.minecraft.entity.Entity/]: Villager VillagerEntityMCA['Brenda'/5777, l='ServerLevel[world]', x=270.29, y=78.00, z=-963.68] died, message: 'Brenda fell out of the world'
[29Nov2024 00:09:49.082] [Server thread/INFO] [net.minecraft.entity.Entity/]: Villager VillagerEntityMCA['Cora'/5793, l='ServerLevel[world]', x=317.08, y=65.00, z=-1003.50] died, message: 'Cora fell out of the world'
[29Nov2024 00:09:49.083] [Server thread/INFO] [net.minecraft.entity.Entity/]: Villager VillagerEntityMCA['Cecilia'/5795, l='ServerLevel[world]', x=266.97, y=73.18, z=-1054.63] died, message: 'Cecilia fell out of the world'
[29Nov2024 00:09:49.085] [Server thread/INFO] [net.minecraft.entity.Entity/]: Villager VillagerEntityMCA['Máire'/5797, l='ServerLevel[world]', x=268.50, y=72.18, z=-1062.77] died, message: 'Máire fell out of the world'
[29Nov2024 00:09:49.086] [Server thread/INFO] [net.minecraft.entity.Entity/]: Villager VillagerEntityMCA['Maria'/5823, l='ServerLevel[world]', x=276.50, y=72.00, z=-1043.62] died, message: 'Maria fell out of the world'
[29Nov2024 00:10:06.203] [Server thread/FATAL] [net.minecraft.util.concurrent.ThreadTaskExecutor/]: Error executing task on Server
java.lang.NullPointerException: null
	at com.mcmoddev.golems.golem_stats.GolemContainer.getAllBlocks(GolemContainer.java:359) ~[golems:16.5.2]
	at com.mcmoddev.golems.golem_stats.GolemContainer.getAllBlocks(GolemContainer.java:270) ~[golems:16.5.2]
	at com.mcmoddev.golems.golem_stats.GolemContainer.matches(GolemContainer.java:274) ~[golems:16.5.2]
	at com.mcmoddev.golems.ExtraGolems.getGolemId(ExtraGolems.java:117) ~[golems:16.5.2]
	at com.mcmoddev.golems.ExtraGolems.getGolem(ExtraGolems.java:136) ~[golems:16.5.2]
	at com.mcmoddev.golems.block.GolemHeadBlock.trySpawnGolem(GolemHeadBlock.java:165) ~[golems:16.5.2]
	at com.mcmoddev.golems.block.GolemHeadBlock.func_180633_a(GolemHeadBlock.java:50) ~[golems:16.5.2]
	at net.minecraft.item.BlockItem.func_195942_a(BlockItem.java:66) ~[?:?]
	at net.minecraft.item.BlockItem.func_195939_a(BlockItem.java:39) ~[?:?]
	at net.minecraftforge.common.ForgeHooks.onPlaceItemIntoWorld(ForgeHooks.java:637) ~[forge:?]
	at net.minecraft.item.ItemStack.func_196084_a(ItemStack.java:186) ~[?:?]
	at net.minecraft.server.management.PlayerInteractionManager.func_219441_a(PlayerInteractionManager.java:350) ~[?:?]
	at net.minecraft.network.play.ServerPlayNetHandler.func_184337_a(ServerPlayNetHandler.java:958) ~[?:?]
	at net.minecraft.network.play.client.CPlayerTryUseItemOnBlockPacket.func_148833_a(SourceFile:36) ~[?:?]
	at net.minecraft.network.play.client.CPlayerTryUseItemOnBlockPacket.func_148833_a(SourceFile:10) ~[?:?]
	at net.minecraft.network.PacketThreadUtil.func_225383_a(SourceFile:21) ~[?:?]
	at net.minecraft.util.concurrent.TickDelayedTask.run(SourceFile:18) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213166_h(SourceFile:144) ~[?:?]
	at net.minecraft.util.concurrent.RecursiveEventLoop.func_213166_h(SourceFile:23) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213166_h(MinecraftServer.java:734) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213166_h(MinecraftServer.java:159) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213168_p(SourceFile:118) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213205_aW(MinecraftServer.java:717) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213168_p(MinecraftServer.java:711) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213160_bf(SourceFile:103) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213202_o(MinecraftServer.java:696) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_240802_v_(MinecraftServer.java:646) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_240783_a_(MinecraftServer.java:232) ~[?:?]
	at java.lang.Thread.run(Thread.java:829) [?:?]
[29Nov2024 00:10:18.756] [Server thread/INFO] [golems/]: [Extra Golems]: Building regular boring Iron Golem
[29Nov2024 00:10:27.653] [Server thread/FATAL] [net.minecraft.util.concurrent.ThreadTaskExecutor/]: Error executing task on Server
java.lang.NullPointerException: null
	at com.mcmoddev.golems.golem_stats.GolemContainer.getAllBlocks(GolemContainer.java:359) ~[golems:16.5.2]
	at com.mcmoddev.golems.golem_stats.GolemContainer.getAllBlocks(GolemContainer.java:270) ~[golems:16.5.2]
	at com.mcmoddev.golems.golem_stats.GolemContainer.matches(GolemContainer.java:274) ~[golems:16.5.2]
	at com.mcmoddev.golems.ExtraGolems.getGolemId(ExtraGolems.java:117) ~[golems:16.5.2]
	at com.mcmoddev.golems.ExtraGolems.getGolem(ExtraGolems.java:136) ~[golems:16.5.2]
	at com.mcmoddev.golems.block.GolemHeadBlock.trySpawnGolem(GolemHeadBlock.java:165) ~[golems:16.5.2]
	at com.mcmoddev.golems.block.GolemHeadBlock.func_180633_a(GolemHeadBlock.java:50) ~[golems:16.5.2]
	at net.minecraft.item.BlockItem.func_195942_a(BlockItem.java:66) ~[?:?]
	at net.minecraft.item.BlockItem.func_195939_a(BlockItem.java:39) ~[?:?]
	at net.minecraftforge.common.ForgeHooks.onPlaceItemIntoWorld(ForgeHooks.java:637) ~[forge:?]
	at net.minecraft.item.ItemStack.func_196084_a(ItemStack.java:186) ~[?:?]
	at net.minecraft.server.management.PlayerInteractionManager.func_219441_a(PlayerInteractionManager.java:350) ~[?:?]
	at net.minecraft.network.play.ServerPlayNetHandler.func_184337_a(ServerPlayNetHandler.java:958) ~[?:?]
	at net.minecraft.network.play.client.CPlayerTryUseItemOnBlockPacket.func_148833_a(SourceFile:36) ~[?:?]
	at net.minecraft.network.play.client.CPlayerTryUseItemOnBlockPacket.func_148833_a(SourceFile:10) ~[?:?]
	at net.minecraft.network.PacketThreadUtil.func_225383_a(SourceFile:21) ~[?:?]
	at net.minecraft.util.concurrent.TickDelayedTask.run(SourceFile:18) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213166_h(SourceFile:144) ~[?:?]
	at net.minecraft.util.concurrent.RecursiveEventLoop.func_213166_h(SourceFile:23) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213166_h(MinecraftServer.java:734) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213166_h(MinecraftServer.java:159) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213168_p(SourceFile:118) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213205_aW(MinecraftServer.java:717) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213168_p(MinecraftServer.java:711) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213160_bf(SourceFile:103) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213202_o(MinecraftServer.java:696) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_240802_v_(MinecraftServer.java:646) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_240783_a_(MinecraftServer.java:232) ~[?:?]
	at java.lang.Thread.run(Thread.java:829) [?:?]
[29Nov2024 00:10:48.207] [Server thread/FATAL] [net.minecraft.util.concurrent.ThreadTaskExecutor/]: Error executing task on Server
java.lang.NullPointerException: null
	at com.mcmoddev.golems.golem_stats.GolemContainer.getAllBlocks(GolemContainer.java:359) ~[golems:16.5.2]
	at com.mcmoddev.golems.golem_stats.GolemContainer.getAllBlocks(GolemContainer.java:270) ~[golems:16.5.2]
	at com.mcmoddev.golems.golem_stats.GolemContainer.matches(GolemContainer.java:274) ~[golems:16.5.2]
	at com.mcmoddev.golems.ExtraGolems.getGolemId(ExtraGolems.java:117) ~[golems:16.5.2]
	at com.mcmoddev.golems.ExtraGolems.getGolem(ExtraGolems.java:136) ~[golems:16.5.2]
	at com.mcmoddev.golems.block.GolemHeadBlock.trySpawnGolem(GolemHeadBlock.java:165) ~[golems:16.5.2]
	at com.mcmoddev.golems.block.GolemHeadBlock.func_180633_a(GolemHeadBlock.java:50) ~[golems:16.5.2]
	at net.minecraft.item.BlockItem.func_195942_a(BlockItem.java:66) ~[?:?]
	at net.minecraft.item.BlockItem.func_195939_a(BlockItem.java:39) ~[?:?]
	at net.minecraftforge.common.ForgeHooks.onPlaceItemIntoWorld(ForgeHooks.java:637) ~[forge:?]
	at net.minecraft.item.ItemStack.func_196084_a(ItemStack.java:186) ~[?:?]
	at net.minecraft.server.management.PlayerInteractionManager.func_219441_a(PlayerInteractionManager.java:350) ~[?:?]
	at net.minecraft.network.play.ServerPlayNetHandler.func_184337_a(ServerPlayNetHandler.java:958) ~[?:?]
